,left,right,top,bottom,Name,height,width
748,656,1263,0,1919,squier-paranormal-cabronita-baritone-tele-ppg-3ts,1919,607
749,640,1279,0,1919,fender-american-pro-ii-jazzmaster-mn-myst-sfg,1919,639
750,624,1295,16,1911,nik-huber-redwood-tigereye-burst-10141534,1895,671
751,320,639,0,959,esp-e-ii-m-ii-fm-see-thru-black,959,319
752,648,1279,8,1911,charvel-pro-mod-socal-style-2-24-2pt-black-ash,1903,631
753,296,663,0,951,gretsch-guitars-g6118t-135-anniversary-two-tone-dc-cg,951,367
754,648,1271,8,1911,fender-player-plus-stratocaster-hss-mn-cmj,1903,623
755,632,1279,0,1911,squier-contemporary-active-jazzmaster-grm,1911,647
756,313,647,0,959,esp-ltd-viper-7-baritone-black-metal-blks-black-satin,959,334
757,624,1295,8,1911,d-angelico-premier-bedford-sh-sb,1903,671
758,608,1311,0,1919,jackson-pro-series-christian-andreu-signature-rhoads-rrt,1919,703
759,624,1295,8,1911,d-angelico-deluxe-mini-dc-rus,1903,671
760,632,1287,8,1911,squier-classic-vibe-70s-jaguar-sfg,1903,655
761,640,1271,0,1911,squier-classic-vibe-60s-stratocaster-lpb,1911,631
762,664,1255,0,1919,ibanez-rgdms8-csm,1919,591
763,664,1255,8,1911,ibanez-mikro-grgm21m-wns,1903,591
764,616,1303,16,1911,ibanez-quest-q54-bkf,1895,687
765,648,1263,0,1911,fender-player-stratocaster-hsh-pf-tbs,1911,615
766,328,631,8,951,ibanez-gio-grg140-sb,943,303
767,680,1247,8,1911,schecter-hellcat-vi-ivyp,1903,567
768,656,1263,8,1911,schecter-c-6-pro-arb,1903,607
769,296,663,8,951,hagstrom-fantomen-tsb,943,367
770,576,1343,8,1911,hagstrom-67-viking-ii-wct,1903,767
771,160,327,8,479,brian-may-special-le-natural,471,167
772,657,1263,8,1911,schecter-banshee-mach-6-fr-s-fob,1903,606
773,680,1239,21,1906,harmony-standard-series-juno-rose,1885,559
774,728,1191,0,1919,gretsch-guitars-g5700-lap-steel-vwt,1919,463
775,328,623,32,919,charvel-joe-duplantier-san-dimas-style-2-hh,887,295
776,608,1303,8,1916,danelectro-63-dano,1908,695
777,648,1271,8,1911,squier-classic-vibe-70s-tele-deluxe-blk,1903,623
778,320,639,0,959,redwood-s-style-3ts-hss,959,319
779,640,1271,8,1911,gretsch-guitars-g2655-cb-jr-vlamb,1903,631
780,320,634,8,959,esp-ltd-eclipse-87-nt-turquoise,951,314
781,642,1278,0,1919,esp-ltd-mh-1000-et-dbsb,1919,636
782,344,615,56,903,ibanez-prestige-az2202a-tfb-10135242,847,271
783,616,1279,8,1911,gretsch-guitars-g2210-streamliner-junior-jet-club-imperial-stain,1903,663
784,304,639,0,959,vintage-icon-v120mrghb,959,335
785,664,1255,8,1911,ibanez-prestige-az2402-pwf,1903,591
786,656,1263,0,1919,fender-player-lead-ii-crt,1919,607
787,640,1279,16,1903,prs-s2-custom-24-faded-grey-black-purple-burst,1887,639
788,616,1303,8,1911,ibanez-artcore-as7312-tcd,1903,687
789,616,1303,0,1919,yamaha-revstar-rss20flg-flash-green,1919,687
790,336,631,0,959,schecter-c-8-deluxe-swh,959,295
791,664,1255,8,1911,sterling-by-music-man-john-petrucci-majesty-7-adr,1903,591
792,336,626,32,927,vintage-icon-v6mrssb,895,290
793,325,631,8,951,slick-sl-55-sg,943,306
794,624,1295,16,1903,nik-huber-piet-turquoise-green-10147049,1887,671
795,640,1279,0,1919,squier-40th-anniversary-jazzmaster-gold-edition-lpb,1919,639
796,637,1287,21,1903,prs-se-mira-vc,1882,650
797,592,1311,8,1903,gretsch-guitars-original-g6136t-59-falcon-lake-placid-blue,1895,719
798,288,666,0,943,esp-ltd-signature-alexi-200-black-alexi-laiho-signature,943,378
799,664,1255,0,1919,evh-striped-series-78-eruption,1919,591
800,632,1279,0,1911,gretsch-guitars-g5655tg-center-block-jr-cdg,1911,647
801,648,1271,0,1919,fender-american-vintage-ii-1975-telecaster-custom-blk,1919,623
802,321,641,0,958,ibanez-sa260fm-tgb,958,320
803,576,1343,2,1916,esp-ltd-max-200-rpr,1914,767
804,648,1271,8,1911,fender-player-plus-stratocaster-mn-olp,1903,623
805,616,1303,0,1919,yamaha-revstar-rss20htm-hot-merlot,1919,687
806,656,1263,8,1911,jackson-pro-soloist-sl2q-trans-purple,1903,607
807,600,1319,0,1919,gretsch-guitars-electromatic-g5422g-12-wlnt,1919,719
808,648,1271,16,1895,epiphone-les-paul-modern-faded-pelham-blue,1879,623
809,616,1303,0,1919,yamaha-revstar-rse20swb-swift-blue,1919,687
810,648,1271,8,1911,charvel-pro-mod-san-dimas-style-1-neon-pink-ash,1903,623
811,648,1271,0,1919,ibanez-sml721-rgc,1919,623
812,648,1271,0,1919,jackson-x-series-soloist-slx-dx-tiger-jungle-camo,1919,623
813,664,1255,0,1919,ibanez-rga622xh-wh,1919,591
814,664,1255,8,1911,schecter-banshee-mach-7-eb-10128745,1903,591
815,648,1263,0,1911,fender-albert-hammond-jr-stratocaster-pr-owh,1911,615
816,664,1255,8,1911,jackson-slatx8-qm-ms-tr-blk-brst,1903,591
817,624,1295,8,1911,jackson-pro-rr24q-trans-purple,1903,671
818,640,1279,8,1911,hagstrom-super-swede-ltd-tiger-burst,1903,639
819,656,1255,16,1895,gibson-custom-shop-63-sg-special-reissue-vos,1879,599
820,384,575,192,767,epiphone-1959-les-paul-standard-outfit-adcb,575,191
821,648,1271,8,1911,squier-contemporary-stratocaster-special-hh-shpp,1903,623
822,648,1271,32,1911,hagstrom-pat-smear-signature,1879,623
823,640,1271,0,1911,fender-player-stratocaster-hss-pf-blk,1911,631
824,640,1279,0,1919,yamaha-pacifica-112v-vw,1919,639
825,648,1271,8,1911,sterling-by-music-man-mariposa-imperial-white,1903,623
826,640,1279,8,1911,gretsch-guitars-g5655t-cb-jr-csg,1903,639
827,648,1255,9,1903,schecter-van-nuys-traditional-gna,1894,607
828,656,1263,8,1911,schecter-reaper-7-elite-multiscale-bloodburst,1903,607
829,648,1271,0,1919,fender-vintera-70-s-tele-lpb,1919,623
830,648,1271,8,1911,squier-classic-vibe-60s-esquire-custom-lpb,1903,623
831,640,1279,0,1919,evh-5150-standard-slime-green,1919,639
832,648,1271,8,1911,schecter-damien-platinum-6-fr-s-satin-black,1903,623
833,312,647,0,959,paoletti-stratospheric-loft-sss-05-20-firemist-purple,959,335
834,608,1303,8,1911,jackson-rhoads-rr24x-black-camo,1903,695
835,648,1271,0,1919,charvel-pro-mod-san-dimas-sc1-platinum-pink,1919,623
836,656,1263,8,1903,schecter-hellraiser-c-1-fr-bch,1895,607
837,648,1271,8,1911,hagstrom-ultra-max-special-blockbuster-yellow-metallic,1903,623
838,640,1279,24,1911,prs-custom-24-purple-iris,1887,639
839,640,1279,8,1911,fender-player-plus-telecaster-mn-acar,1903,639
840,648,1271,8,1911,fender-player-plus-stratocaster-pf-ospk,1903,623
841,640,1279,16,1903,haar-traditional-t-aged-orange-seethrough-10144814,1887,639
842,310,647,16,959,duesenberg-starplayer-tv-mike-campbell-mc,943,337
843,672,1247,16,1911,ibanez-az427p1pb-ckb,1895,575
844,656,1263,224,1695,guild-x-175-manhattan-special-gold-coast,1471,607
845,328,639,0,959,schecter-hellraiser-c-1-fr-stpb,959,311
846,641,1278,0,1917,esp-e-ii-horizon-nt-ii-stbcsb,1917,637
847,320,609,72,883,esp-usa-eclipse-sbm-emg,811,289
848,624,1287,8,1903,gretsch-guitars-g5220-electronatic-jet-bt-jde-gry,1895,663
849,328,645,0,951,ibanez-gio-grx70qa-trb,951,317
850,624,1295,0,1919,gretsch-guitars-g6659tg-cg,1919,671
851,606,1311,0,1919,duesenberg-caribou-butterscotch-blonde,1919,705
852,616,1295,8,1903,gretsch-guitars-g6659tg-player-s-edition-broadkaster-jr-cb,1895,679
853,600,1317,8,1919,d-angelico-excel-ss-tour-slate-blue,1911,717
854,648,1279,8,1911,epiphone-jerry-cantrell-wino-les-paul-custom,1903,631
855,288,671,8,951,guild-starfire-i-sc-scw-b-stock,943,383
856,352,611,56,903,ibanez-rgib21-bk-iron-label,847,259
857,656,1271,16,1911,duesenberg-caribou-narvik-blue,1895,615
858,640,1279,0,1911,squier-classic-vibe-60-s-custom-telecaster-3ts,1911,639
859,656,1263,8,1911,schecter-silver-mountain-c-7-multiscale,1903,607
860,648,1279,24,1895,maybach-lester-gold-rush-57-aged,1871,631
861,600,1327,8,1911,gretsch-guitars-g6119-et-tennessee-rose-pro-player-s-edition-dcs,1903,727
862,336,639,0,959,schecter-omen-7-wsn,959,303
863,320,637,0,959,esp-ltd-m-1-custom-87-dmb,959,317
864,648,1271,16,1903,fender-custom-shop-red-hot-strat-super-heavy-relic,1887,623
865,648,1271,0,1919,squier-40th-anniversary-stratocaster-gold-edition-rrm,1919,623
866,656,1263,0,1919,ibanez-frm300-pr-paul-gilbert,1919,607
867,648,1271,0,1919,fender-jv-modified-60s-custom-telecaster-fmg-rw,1919,623
868,584,1327,8,1903,gretsch-guitars-streamliner-g2622t-gnmtl,1895,743
869,672,1247,0,1919,squier-paranormal-cyclone-car,1919,575
870,608,1311,0,1919,ibanez-amh90-bk,1919,703
871,640,1271,8,1911,fender-vintera-60-s-tele-mod-sfmg,1903,631
872,352,607,88,871,slick-sl-50-ba,783,255
873,288,671,8,951,guild-x-350-stratford-scarlet-red,943,383
874,656,1263,0,1919,squier-paranormal-cabronita-baritone-tele-ppg-sfg,1919,607
875,640,1271,0,1919,fender-american-ultra-telecaster-mn-mbst,1919,631
876,648,1263,8,1911,epiphone-jerry-cantrell-prophecy-les-paul-custom,1903,615
877,616,1303,0,1919,yamaha-revstar-rss02tbl-black,1919,687
878,340,623,54,903,ibanez-premium-rg1121pb-cif,849,283
879,622,1303,0,1919,esp-ltd-deluxe-ec-1000t-ctm-vintage-gold-satin,1919,681
880,384,575,176,783,epiphone-prophecy-sg-red-tiger-aged,607,191
881,632,1282,0,1919,gretsch-guitars-electromatic-g5232t-double-jet-ft-dcm,1919,650
882,656,1263,8,1911,schecter-nick-johnston-traditional-as-10133919,1903,607
883,640,1279,8,1911,gretsch-guitars-streamliner-g2655t-p90-mint-metallic,1903,639
884,640,1279,8,1911,fender-j-mascis-telecaster-spk-blu,1903,639
885,320,634,8,959,esp-ltd-m-ht-black-metal-blks,951,314
886,656,1263,8,1911,jackson-mj-series-dinky-dkr-stealth-satin-black,1903,607
887,336,655,8,959,schecter-solo-ii-custom-tbbn,951,319
888,656,1263,16,1903,duesenberg-alliance-joe-walsh-gb-10131981,1887,607
889,648,1271,8,1911,fender-american-professional-ii-telecaster-dlx-rw-merc,1903,623
890,640,1279,0,1919,squier-affinity-jazzmaster-lpb,1919,639
891,336,655,0,959,maybach-lester-cherry-lane-58-aged,959,319
892,320,631,0,959,harmony-standard-series-juno-champagne,959,311
893,656,1263,0,1919,ibanez-premium-rgt1220pb-abs,1919,607
894,573,1354,0,1911,esp-ltd-signature-kh-v-mgo,1911,781
895,592,1327,0,1919,gretsch-guitars-streamliner-g2622t-p90-gunmetal,1919,735
896,632,1287,8,1911,gretsch-guitars-streamliner-g2215-p90-jr-jet-sng,1903,655
897,600,1319,16,1895,d-angelico-deluxe-dc-sbb,1879,719
898,648,1271,0,1919,fender-player-telecaster-mn-pacific-peach,1919,623
899,664,1255,8,1910,schecter-sun-valley-fr-satin-black,1902,591
900,648,1271,0,1919,squier-affinity-strat-3tsb,1919,623
901,616,1311,0,1911,danelectro-59-m-nos-modified-10075392,1911,695
902,624,1279,24,1903,peavey-hp2-tremolo-black,1879,655
903,275,687,0,958,esp-ltd-snakebyte-blks-james-hetfield-signature,958,412
904,664,1255,0,1919,ibanez-rg8870-bre,1919,591
905,648,1271,0,1919,squier-affinity-telecaster-deluxe-cfm,1919,623
906,288,671,8,951,guild-starfire-iv-antique-burst,943,383
907,656,1263,8,1917,charvel-pro-mod-dk-22-2pt-nat-mah-walnut,1909,607
908,640,1279,8,1911,ibanez-yy10-sgs-yvette-young,1903,639
909,648,1271,0,1919,schecter-omen-extreme-6-stbk,1919,623
910,664,1255,8,1911,jackson-pro-series-misha-mansoor-juggernaut-et7-gbl,1903,591
911,656,1263,16,1903,gibson-custom-shop-firebird-custom,1887,607
912,656,1263,8,1911,jackson-pro-dk-modern-ht6-ms-swht,1903,607
913,304,663,0,959,guild-starfire-vi-scwh,959,359
914,632,1279,0,1911,evh-wolfgang-standard-exotic-spalted-maple,1911,647
915,648,1279,8,1903,squier-40th-anniversary-vintage-edition-stratocaster-ssob,1895,631
916,648,1263,0,1919,jackson-x-series-soloist-sl3x-dx-yellow-crackle,1919,615
917,648,1271,0,1919,fender-player-plus-stratocaster-pf-acar,1919,623
918,648,1271,0,1919,charvel-pro-mod-san-dimasl-style-1-fr-m-chameleon-10148688,1919,623
919,304,655,8,951,ibanez-artcore-ag95qa-dbs-10110838,943,351
920,590,1327,8,1911,gretsch-guitars-g2622t-cb-dc-imprl,1903,737
921,601,1306,8,1919,danelectro-59-divine-fc,1911,705
922,648,1271,8,1911,evh-5150-dlx-black-burst,1903,623
923,325,644,0,951,ibanez-psm10-bk-paul-stanley-mikro,951,319
924,664,1247,8,1903,jackson-dinky-dkaf7-ms-smh-10141018,1895,583
925,322,634,0,959,esp-e-ii-horizon-nt-7b-hs-blks,959,312
926,664,1247,0,1911,fender-american-performer-mustang-rw-vwt,1911,583
927,376,583,176,783,epiphone-les-paul-classic-ebony,607,207
928,640,1271,0,1911,squier-classic-vibe-50s-stratocaster-wbl-10115044,1911,631
929,664,1255,8,1911,charvel-pro-mod-dk-24-red-ash,1903,591
930,656,1263,0,1919,fender-yngwie-malmsteen-stratocaster-vwh,1919,607
931,656,1255,8,1903,jackson-pro-signature-misha-mansoor-juggernaut-ht6,1895,599
932,648,1271,8,1911,fender-signature-strat-eric-clapton-ptr,1903,623
933,648,1271,8,1911,fender-american-professional-ii-stratocaster-hss-rw-merc,1903,623
934,648,1271,8,1903,fender-custom-shop-ancho-pablano-strat-super-heavy-relic,1895,623
935,648,1271,0,1911,fender-player-telecaster-mn-pwt,1911,623
936,688,1231,8,1911,schecter-robert-smith-ultracure-bp,1903,543
937,600,1319,0,1919,duesenberg-paloma-catalina-harbour-green,1919,719
938,640,1279,8,1911,squier-toronado-3ts,1903,639
939,632,1279,16,1903,prs-se-dgt-gold-top,1887,647
940,318,647,0,959,redwood-relics-60s-s-style-blk,959,329
941,320,631,8,947,hagstrom-ultra-swede-black-gloss,939,311
942,592,1319,2,1919,eastman-thinline-t59-v,1917,727
943,568,1351,8,1919,jackson-js32t-star-gus-g-sign-ivory,1911,783
944,648,1271,8,1911,squier-mini-strat-dkr,1903,623
945,656,1263,0,1919,jackson-chris-broderick-pro-soloist-7p-gblk,1919,607
946,616,1295,0,1911,jackson-pro-series-rrt-5-blk-gld,1911,679
947,592,1319,8,1911,gretsch-guitars-electromatic-g5622t-lh-emtc-cb-dc-grg,1903,727
948,632,1287,0,1919,gretsch-guitars-streamliner-g2215-p90-jr-jet-hv-shlpnk,1919,655
949,352,611,73,879,esp-usa-m2-fr-e-b-ogblk-emg,806,259
950,648,1271,0,1919,squier-40th-anniversary-telecaster-gold-edition-shw,1919,623
951,648,1271,9,1903,schecter-sls-elite-c-1-evil-twin-sb,1894,623
952,312,639,8,959,redwood-relics-60s-s-style-hss-car,951,327
953,632,1287,8,1911,squier-classic-vibe-70s-jaguar-blk,1903,655
954,664,1255,0,1919,jackson-american-series-soloist-sl3-platinum-pearl,1919,591
955,728,1191,0,1919,gretsch-guitars-g5700-lap-steel-bdwy-jde,1919,463
956,328,639,8,951,ibanez-sa260fm-vls,943,311
957,656,1263,0,1919,charvel-pro-mod-dk24-hh-2pt-trans-black-burst,1919,607
958,656,1268,16,1895,yamaha-sg-1802-gt,1879,612
959,640,1279,8,1903,eastman-sb59-v-rb,1895,639
960,320,639,8,951,danelectro-64xt-da,943,319
961,648,1271,8,1911,jackson-dinky-dk2xrht-snow-white,1903,623
962,320,639,56,903,ibanez-artcore-as73g-rgf,847,319
963,648,1271,8,1911,hagstrom-ultra-swede-worn-demin-burst,1903,623
964,576,1343,8,1911,hagstrom-viking-blk,1903,767
965,336,623,0,951,jackson-dinky-dkaf8-ms-smh-10117736,951,287
966,616,1279,0,1895,duesenberg-starplayer-tv-custom-dtv-cm-bk-10071569,1895,663
967,648,1263,8,1911,fender-standard-stratocaster-mn-3-ts,1903,615
968,624,1311,8,1919,jackson-pro-series-rr3-ivr-blk,1911,687
969,664,1255,8,1911,schecter-banshee-mach-7-fr-s-fob,1903,591
970,664,1255,8,1911,squier-classic-vibe-60s-mustang-vwt,1903,591
971,648,1271,0,1919,squier-affinity-strat-mn-lpb,1919,623
972,640,1287,80,1839,duesenberg-alliance-tom-bukovac,1759,647
973,632,1287,16,1911,maybach-lester-honey-pie-59-aged,1895,655
974,328,631,0,959,caparison-dellinger-ii-fx-am-brnm,959,303
975,296,663,0,959,gibson-custom-shop-explorer-custom-special-10118997,959,367
976,648,1271,8,1911,jackson-dinky-dk3xr-neon-green,1903,623
977,624,1295,8,1911,squier-paranormal-offset-tele-mpg-shp,1903,671
978,640,1279,8,1911,fender-vintera-60-s-tele-bigsby-3ts,1903,639
979,664,1255,8,1903,schecter-sun-valley-fr-gw,1895,591
980,296,655,8,951,eastman-thinline-t486-gb-goldburst-10151338,943,359
981,648,1271,8,1911,hagstrom-ultra-swede-esn-wild-cherry-transparent-10131265,1903,623
982,648,1279,16,1911,haar-traditional-t-chestnut-burst,1895,631
983,600,1319,8,1911,gretsch-guitars-streamliner-g2410tg-single-barrel,1903,719
984,656,1263,8,1911,jackson-soloist-sl3x-dxm-satin-black,1903,607
985,664,1255,0,1919,ibanez-prestige-az2204n-bk,1919,591
986,277,666,8,951,godin-5th-avenue-kingpin-cw-10019915,943,389
987,624,1287,16,1903,nik-huber-piet-turquoise-green,1887,663
988,648,1271,0,1919,charvel-pro-mod-san-dimasl-style-1-fr-m-chameleon,1919,623
989,656,1263,0,1919,ibanez-azes40-bk,1919,607
990,640,1271,8,1911,fender-player-telecaster-mn-blk,1903,631
991,656,1263,16,1903,gibson-custom-shop-firebird-custom-10147570,1887,607
992,600,1319,8,1911,gretsch-guitars-electromatic-g5622-emtc-cb-dc-speyside,1903,719
993,624,1295,8,1911,ibanez-artcore-expressionist-am93qm-jbb,1903,671
994,624,1295,0,1919,ibanez-iron-label-xptb720-bkf,1919,671
995,648,1271,0,1919,ibanez-gsa60qa-trb,1919,623
996,635,1287,0,1919,esp-ltd-te-1000-sw,1919,652
997,616,1295,8,1911,ibanez-gb10se-bs-george-benson,1903,679
998,640,1279,16,1903,gibson-1959-les-paul-standard-reissue,1887,639
999,632,1263,16,1903,epiphone-les-paul-standard-60s-ebony,1887,631
1000,656,1263,8,1911,ibanez-gio-grgr131ex-bkf,1903,607
1001,672,1247,8,1911,schecter-damien-platinum-9-sbk,1903,575
1002,288,671,0,959,esp-ltd-vulture-blks-james-hetfield-signature,959,383
1003,640,1271,8,1911,fender-player-telecaster-mn-3ts,1903,631
1004,320,639,8,951,esp-ltd-signature-george-lynch-gl-200mt,943,319
1005,648,1255,16,1903,ibanez-s521-bbs,1887,607
1006,656,1263,8,1911,schecter-reaper-6-fr-sskyb,1903,607
1007,584,1335,0,1919,evh-striped-series-shark,1919,751
1008,608,1311,16,1903,gibson-murphy-lab-1964-es-335-ultra-light-aged-10150804,1887,703
1009,656,1263,0,1919,jackson-x-series-soloist-slx-dx-manalishi-green,1919,607
1010,648,1271,8,1911,fender-american-professional-ii-stratocaster-rw-3ts,1903,623
1011,312,647,8,956,guild-bluesbird-bk-10147682,948,335
1012,640,1271,0,1911,squier-classic-vibe-60s-stratocaster-car,1911,631
1013,322,639,0,959,esp-ltd-kh-602-psp-10120183,959,317
1014,312,639,8,951,prs-se-santana-sy-10109888,943,327
1015,320,639,0,959,schecter-hellraiser-c-1-fr-wh,959,319
1016,648,1271,8,1911,fender-stevie-ray-vaughan-stratocaster,1903,623
1017,648,1271,8,1911,fender-signature-ritchie-blackmore-ow,1903,623
1018,648,1279,16,1903,gretsch-guitars-electromatic-g5222-double-jet-jde-gry,1887,631
1019,648,1271,8,1911,schecter-damien-6-fr-sbk,1903,623
1020,640,1279,24,1903,friedman-metro-d-metallic-blue,1879,639
1021,296,655,8,951,eastman-thinline-t486-gb-goldburst,943,359
1022,632,1287,0,1911,gretsch-guitars-g5230t-jet-ft-airline-silver,1911,655
1023,648,1271,0,1919,schecter-omen-6-vwht,1919,623
1024,624,1287,16,1903,prs-s2-mccarty-594-singlecut-msb,1887,663
1025,645,1271,8,1911,fender-player-stratocaster-hsh-pf-silver,1903,626
1026,314,647,0,959,esp-ltd-phoenix-black-metal-blks,959,333
1027,328,583,96,863,vintage-v100afd-10149978,767,255
1028,320,639,0,959,esp-ltd-h3-1000fr-stblksb,959,319
1029,656,1271,16,1895,epiphone-les-paul-modern-figured-magma-orange-fade,1879,615
1030,360,599,176,783,gibson-es-335-satin-vintage-burst-10151868,607,239
1031,648,1263,8,1903,gretsch-guitars-g6134-58-penguin,1895,615
1032,316,639,32,927,esp-ltd-ec-1000-fr-stblk-see-thru-black,895,323
1033,640,1287,16,1903,prs-s2-mccarty-594-singlecut-ev-10146217,1887,647
1034,288,671,8,954,guild-x-175b-manhattan-special-mb,946,383
1035,648,1271,8,1911,fender-player-telecaster-pf-pwt,1903,623
1036,288,671,0,959,esp-ltd-alexi-ripped-sawtooth-purple-fade-satin,959,383
1037,656,1263,8,1911,squier-super-sonic-wppg-grm,1903,607
1038,648,1271,8,1911,fender-player-plus-stratocaster-hss-pf-blb,1903,623
1039,648,1263,8,1911,hagstrom-ultra-max-black-satin,1903,615
1040,656,1279,24,1903,prs-se-mark-holcomb-hbb,1879,623
1041,640,1271,8,1911,fender-american-performer-jazzmaster-rw-slpb,1903,631
1042,648,1271,8,1911,fender-custom-shop-55-bone-tone-stratocaster,1903,623
1043,672,1247,8,1911,fender-kurt-cobain-jagstang-frd,1903,575
1044,157,319,0,471,gibson-1957-les-paul-reissue-vos-10139123,471,162
1045,648,1263,16,1903,suhr-classic-t-trans-butterscotch,1887,615
1046,0,959,0,959,esp-ltd-ps-1000-blusp,959,959
1047,288,631,0,959,esp-usa-eclipse-ch-blk-emg,959,343
1048,350,607,112,847,yamaha-pacifica-311h-vw,735,257
1049,648,1271,8,1911,charvel-pro-mod-socal-style-2-24-2pt-natural,1903,623
1050,648,1271,16,1911,duesenberg-starplayer-tv-custom-cm-bk,1895,623
1051,640,1279,0,1919,yamaha-pacifica-112vm-sp,1919,639
1052,656,1263,8,1911,charvel-dk-22-sss-2pt-electric-blue,1903,607
1053,621,1303,0,1919,esp-ltd-f-black-metal-blks-black-satin,1919,682
1054,672,1247,0,1919,jackson-pro-sl7-jeff-loomis-soloist-sbk,1919,575
1055,616,1303,8,1911,yamaha-revstar-rsp02tssb-sunset-burst,1903,687
1056,608,1319,16,1903,gibson-custom-shop-1961-es-335-vos-sixties-cherry-10150474,1887,711
1057,320,645,8,951,guild-aristocrat-hh-trans-black,943,325
1058,286,671,0,954,guild-x-175-manhattan-special-fjord-green,954,385
1059,648,1279,16,1911,haar-traditional-t-aged-olympic-white,1895,631
1060,632,1278,24,1903,duesenberg-alliance-dave-baksh-paloma,1879,646
1061,618,1295,0,1919,ibanez-artcore-expressionist-am93qm-ays,1919,677
1062,648,1271,8,1911,schecter-damien-platinum-6,1903,623
1063,648,1271,8,1911,fender-american-professional-ii-stratocaster-hss-mn-owt,1903,623
1064,648,1263,16,1895,epiphone-sg-standard-61-vintage-cherry,1879,615
1065,616,1303,0,1919,ibanez-amh90-iv,1919,687
1066,296,663,8,951,guild-starfire-iv-st-12-sm,943,367
1067,656,1263,8,1911,jackson-mj-series-soloist-sl2-snow-white,1903,607
1068,648,1271,8,1911,fender-american-professional-ii-telecaster-rw-3tsb,1903,623
1069,648,1263,16,1903,slick-sl-51-vsb,1887,615
1070,592,1319,8,1903,gretsch-guitars-streamliner-g2420-wlnt,1895,727
1071,680,1231,258,1655,guild-starfire-vi-an-b-stock,1397,551
1072,632,1271,24,1911,prs-se-custom-24-08-vs,1887,639
1073,656,1263,8,1911,ibanez-jivajr-dse-nita-strauss,1903,607
1074,648,1271,0,1919,charvel-pro-mod-san-dimas-sc1-satin-burgundy-mist,1919,623
1075,592,1327,0,1919,gretsch-guitars-streamliner-g2410tg-ocean-turquoise,1919,735
1076,600,1319,16,1887,ibanez-signature-lgb30-vys-george-benson,1871,719
1077,624,1295,16,1903,jackson-rhoads-rr-pro-gbk,1887,671
1078,656,1268,0,1919,esp-e-ii-m-ii-7b-baritone-evertune-gnsp,1919,612
1079,656,1263,16,1903,slick-sl-50-bst,1887,607
1080,632,1287,0,1911,fender-player-jaguar-pf-db-daphne-blue,1911,655
1081,664,1255,8,1911,ibanez-mar10-lmm-mario-camarena,1903,591
1082,616,1303,16,1911,d-angelico-premier-mini-dc-fr,1895,687
1083,605,1314,0,1919,danelectro-59x-light-aqua,1919,709
1084,640,1279,8,1911,d-angelico-deluxe-atlantic-vs,1903,639
1085,160,319,0,479,maybach-albatroz-65-aged-vintage-cream-10122726,479,159
1086,648,1263,0,1911,fender-player-stratocaster-hsh-pf-tbs-10142312,1911,615
1087,648,1271,8,1911,fender-american-professional-ii-tele-dlx-mn-myst-sfg,1903,623
1088,656,1263,8,1911,ibanez-gio-gsa60-bkn,1903,607
1089,656,1271,0,1917,esp-ltd-deluxe-h3-1000-see-thru-black-cherry,1917,615
1090,656,1255,8,1911,schecter-keith-merrow-km-6-mk-iii-artist-blue-crimson,1903,599
1091,656,1263,8,1911,charvel-mj-rick-graham-dk24-2pt-cm,1903,607
1092,656,1263,16,1903,schecter-sc865-traditional-pro-tpb,1887,607
1093,656,1263,8,1911,caparison-horus-m3-ef-am,1903,607
1094,656,1263,8,1911,ibanez-gio-grx70qa-tks,1903,607
1095,384,575,176,783,kramer-the-84-the-illusionist,607,191
1096,640,1271,0,1911,squier-classic-vibe-50s-telecaster-btb,1911,631
1097,592,1327,8,1911,hagstrom-super-viking-taylor-york,1903,735
1098,640,1279,8,1911,d-angelico-premier-atlantic-sb,1903,639
1099,605,1314,0,1914,esp-ltd-ex-7-baritone-black-metal-black-satin,1914,709
1100,664,1255,8,1911,ibanez-rg420hpfm-brg,1903,591
1101,640,1271,8,1911,slick-sl-52-bk,1903,631
1102,285,671,0,959,vintage-reissued-vsa500w,959,386
1103,616,1303,8,1911,jackson-warrior-js32-snwh-10147599,1903,687
1104,328,655,8,951,eastman-juliet-p90-vr,943,327
1105,648,1271,8,1911,fender-american-professional-ii-strat-hss-mn-ssb,1903,623
1106,360,599,8,951,hoefner-shorty-red,943,239
1107,621,1303,0,1911,esp-ltd-deluxe-f-1001-violet-andromeda-satin,1911,682
1108,632,1279,0,1911,evh-wolfgang-standard-matte-army-drap,1911,647
1109,648,1271,0,1911,fender-playerstratocaster-hsh-pf-bcr,1911,623
1110,616,1287,0,1919,eastman-t-484-classic,1919,671
1111,640,1279,8,1911,sterling-by-music-man-john-petrucci-jp60-mystic-dream,1903,639
1112,648,1271,8,1911,squier-classic-vibe-70s-stratocaster-nat,1903,623
1113,640,1279,0,1919,evh-5150-series-deluxe-qm-purple-daze,1919,639
1114,672,1247,8,1911,ibanez-rg8-wh,1903,575
1115,592,1327,8,1911,d-angelico-excel-dc-vnat,1903,735
1116,656,1263,8,1911,jackson-dinky-js24-dka-m-dx-black-stain,1903,607
1117,664,1247,0,1911,jackson-pro-series-misha-mansoor-juggernaut-ht7-bl-sky-br,1911,583
1118,320,639,8,951,godin-stadium-ht-havana-brown-mn,943,319
1119,640,1271,0,1911,fender-player-telecaster-hh-mn-tpl,1911,631
